Unnamed: 0,Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Summary,Reviews,Plays,Playing,Backlogs,Wishlist,Release Year,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
81,Metal Gear Solid V: The Phantom Pain,2015-09-01,"['Konami', 'Kojima Productions']",3.8,1.5K,1.5K,"['Adventure', 'Shooter', 'Tactical']","Metal Gear Solid V: The Phantom Pain Is The Final Game In The Metal Gear Series. It Is The Sequel To Metal Gear Solid V: Ground Zeroes Released The Year Before And A Prequel To The Original Metal Gear. The Game Has A Complex Story With Long Cut-Scene Sequences, But There Are Fewer And They Are Shorter Compared To Earlier Metal Gear Solid Titles. Most Of The Gameplay Mechanics Introduced In Ground Zeroes Are Carried Over: It Is Still An Action Game And Stealth Oriented But Replaces The Linear Corridor Design From Most Earlier Titles With Large Open World Environments That Offer The Player Unrestricted Freedom For The Approach. The World Has Now A Real-Time Day And Night Cycle And Various Weather Effects That Influence Enemy Behaviour, Visibility And Sound. Sabotaging Or Destroying Certain Structures Can Also Influence Other Parts Of The Map.","['Kojima I Love You Please Have My Children', 'Story Will Leave You With Actual Phantom Pain But The Gameplay Is Unmatched In The Action Stealth Genre.', 'Preparing For Missions And Utilizing All The Unique Gear Are The Best Parts Of Mgsv. The Game Does Nothing To Justify Its Open World Structure Though And Adds Unnecessary Grinding For Materials To Upgrade Your Base Which Bogs Down The Gameplay.', ""It'S Hard To Review This Game. It Has The Best Gameplay In The Series, Easily, But That'S Constantly Interrupted By Helicopter Rides, Visits To Mother Base, Selecting Your Loadouts (Even Though, For Me, It Was The Same Loadout For Almost Every Mission) And Micromanaging Your Many Recruits. Still, While You'Re Actually In The Field, The Stealth Gameplay Feels Excellent. But Then It Has The Absolute Worst Story In The Series. On The Plus Side... Kinda... The Vast Majority Of The Story Is On Cassette Tapes That Are Completely Optional."", 'Only 10-15 Hours Into This Game And Already It\'S One Of My Favorites Of All Time. Let Me Illustrate Why Via Some Comparisons.\N                     \N                     Average Call Of Duty Mission: Walk In A Straight Line. Kill Some People.\N                     \N                     Average F.E.A.R. Mission: Walk In A Straight Line Until You Reach An Arena Where You Will Move Around Strategically And Kill Some People.\N                     \N                     Average Far Cry 3/4 Mission: Drive Across The World Until You Reach The Location. Hide On A Hill And Snipe Every Bad Guy At The Base, Then Walk Inside. Or Sneak Inside, I Don\'T Care. This Funnels You Into A Segment Where You Walk Forward And Kill People.\N                     \N                     Average Msgv Mission: You Have 15 Minutes To Destroy Enemy Vehicles. Their Path Is Marked On Your Pip Boy. Call In A Supply Drop For A Grenade Launcher Up Ahead, Then Ride On Your Horse To Get Ahead Of A Tank, Pick Up The Grenade Launcher, And Ambush The Tank. Next, Ride Across A Bridge To The Other Side Of A River, Plant Some C4, Set Up An Ammo Drop, Go Prone, And Wait For Another Vehicle To Pass By So You Can Blow It Up. Next, You Get A Message That A Jeep Is Transporting A Prisoner You Need To Extract. It\'S Across The River. User Your Sniper Rifle To Kill The Driver And Guard, Run Across The River, Extract The Prisoner, Park The Jeep In The Middle Of The Road So That It Stops The Next Vehicle That Is Coming Your Way. Find A Place To Hide So You Can Ambush The Vehicle. This Is Just The First Half Of The Mission. And If You Die, You Can Approach It A Completely Different Way.\N                     \N                     This Game Feels Like It Takes Far Cry 4 And Turns Every Gameplay Element Except For The Open World Up To 11. Instead Of Just Shutting Down The Radios At A Base, You Can Destroy Their Comms Equipment, Their Anti-Air Radar, And Their Electrical Power. Don\'T Just Shut Off The Lights--Shut Off The Lights, Plant C4 On The Power Source, And Then Blow Up The Guy Who Comes By To Turn The Lights On.  But Be Careful, Because The Enemies Will React To Anything You Do. Keep Turning The Lights Off And They Will Start Wearing Night-Vision Goggles.\N                     \N                     The Amount Of Things You Can Do In This Game Is Amazing. Even Though The Game Is Relatively Difficult (For Me, Anyway), It Always Feels Fair. It\'S Always Clear What Killed Me, And Successfully Completing A Mission Is Less A Matter Of Just Getting Better At Doing A Specific Thing And More A Matter Of Changing Tactics. Enemy Behavior Is Some Of The Most Realistic And Immersive I\'Ve Seen In A Stealth Game. Sure, You Can Cheese The Ai, But You Really Have To Work For It, Instead Of Just Going Round The Corner So The Enemies Forget Your Presence. It Really Does Feel Like Living Through An Awesome Action Movie Rather Than Playing A Video Game.\N                     \N                     I Only Have A Few Complaints. One Is That The Open World Really Is Empty; There\'S Nothing Besides Enemy Bases. I Wouldn\'T So Much Call This An Open World Game As An Open Arena Game Or A Semi-Sandbox Game Or Something Equally Clunky.  The Goal Of The Open World In This Game Is Not So Much To Simulate A Living, Breathing World (Like Skyrim Or Far Cry 4), But To Give You A Large Area Of Operations For Your Missions. It Succeeds In That Regard, But I Do Wish There Had Been Some More Dynamic Events Happening. My Other Complaint Is With The Base Management Portion Of The Game--It Feels Like A Mobile Game, And Takes Away From The Action. I Want To Be Sneaking Around And Shooting Stuff, Not Clicking Through A Menu.\N                     \N                     These Are Small Complaints, However, And I Can Safely Say That This Game Is One Of The Best Games I Have Ever Played. Since The Game Regularly Goes On Sale For A Steep Discount, I Heartily Recommend Buying It.\N                     \N                     One More Thing: You Can Put Your Own Music Into The Game To Play Through Your Pokedex Or On The Helicopter. There\'S Nothing Quite As Iconic As Blasting Through A Base While ""Back In Black"" Blares Through The Stereo, Or Having Your Chopper Play ""Born In The Usa"" Every Time It Picks You Up.', ""Release The Kojima'S Cut""]",14000,503,4500,1200,2015,2896,Metal Gear Solid V: The Phantom Pain,XONE,2015,Action,Konami Digital Entertainment,0.37,0.26,0.01,0.06,0.71
81,Metal Gear Solid V: The Phantom Pain,2015-09-01,"['Konami', 'Kojima Productions']",3.8,1.5K,1.5K,"['Adventure', 'Shooter', 'Tactical']","Metal Gear Solid V: The Phantom Pain Is The Final Game In The Metal Gear Series. It Is The Sequel To Metal Gear Solid V: Ground Zeroes Released The Year Before And A Prequel To The Original Metal Gear. The Game Has A Complex Story With Long Cut-Scene Sequences, But There Are Fewer And They Are Shorter Compared To Earlier Metal Gear Solid Titles. Most Of The Gameplay Mechanics Introduced In Ground Zeroes Are Carried Over: It Is Still An Action Game And Stealth Oriented But Replaces The Linear Corridor Design From Most Earlier Titles With Large Open World Environments That Offer The Player Unrestricted Freedom For The Approach. The World Has Now A Real-Time Day And Night Cycle And Various Weather Effects That Influence Enemy Behaviour, Visibility And Sound. Sabotaging Or Destroying Certain Structures Can Also Influence Other Parts Of The Map.","['Kojima I Love You Please Have My Children', 'Story Will Leave You With Actual Phantom Pain But The Gameplay Is Unmatched In The Action Stealth Genre.', 'Preparing For Missions And Utilizing All The Unique Gear Are The Best Parts Of Mgsv. The Game Does Nothing To Justify Its Open World Structure Though And Adds Unnecessary Grinding For Materials To Upgrade Your Base Which Bogs Down The Gameplay.', ""It'S Hard To Review This Game. It Has The Best Gameplay In The Series, Easily, But That'S Constantly Interrupted By Helicopter Rides, Visits To Mother Base, Selecting Your Loadouts (Even Though, For Me, It Was The Same Loadout For Almost Every Mission) And Micromanaging Your Many Recruits. Still, While You'Re Actually In The Field, The Stealth Gameplay Feels Excellent. But Then It Has The Absolute Worst Story In The Series. On The Plus Side... Kinda... The Vast Majority Of The Story Is On Cassette Tapes That Are Completely Optional."", 'Only 10-15 Hours Into This Game And Already It\'S One Of My Favorites Of All Time. Let Me Illustrate Why Via Some Comparisons.\N                     \N                     Average Call Of Duty Mission: Walk In A Straight Line. Kill Some People.\N                     \N                     Average F.E.A.R. Mission: Walk In A Straight Line Until You Reach An Arena Where You Will Move Around Strategically And Kill Some People.\N                     \N                     Average Far Cry 3/4 Mission: Drive Across The World Until You Reach The Location. Hide On A Hill And Snipe Every Bad Guy At The Base, Then Walk Inside. Or Sneak Inside, I Don\'T Care. This Funnels You Into A Segment Where You Walk Forward And Kill People.\N                     \N                     Average Msgv Mission: You Have 15 Minutes To Destroy Enemy Vehicles. Their Path Is Marked On Your Pip Boy. Call In A Supply Drop For A Grenade Launcher Up Ahead, Then Ride On Your Horse To Get Ahead Of A Tank, Pick Up The Grenade Launcher, And Ambush The Tank. Next, Ride Across A Bridge To The Other Side Of A River, Plant Some C4, Set Up An Ammo Drop, Go Prone, And Wait For Another Vehicle To Pass By So You Can Blow It Up. Next, You Get A Message That A Jeep Is Transporting A Prisoner You Need To Extract. It\'S Across The River. User Your Sniper Rifle To Kill The Driver And Guard, Run Across The River, Extract The Prisoner, Park The Jeep In The Middle Of The Road So That It Stops The Next Vehicle That Is Coming Your Way. Find A Place To Hide So You Can Ambush The Vehicle. This Is Just The First Half Of The Mission. And If You Die, You Can Approach It A Completely Different Way.\N                     \N                     This Game Feels Like It Takes Far Cry 4 And Turns Every Gameplay Element Except For The Open World Up To 11. Instead Of Just Shutting Down The Radios At A Base, You Can Destroy Their Comms Equipment, Their Anti-Air Radar, And Their Electrical Power. Don\'T Just Shut Off The Lights--Shut Off The Lights, Plant C4 On The Power Source, And Then Blow Up The Guy Who Comes By To Turn The Lights On.  But Be Careful, Because The Enemies Will React To Anything You Do. Keep Turning The Lights Off And They Will Start Wearing Night-Vision Goggles.\N                     \N                     The Amount Of Things You Can Do In This Game Is Amazing. Even Though The Game Is Relatively Difficult (For Me, Anyway), It Always Feels Fair. It\'S Always Clear What Killed Me, And Successfully Completing A Mission Is Less A Matter Of Just Getting Better At Doing A Specific Thing And More A Matter Of Changing Tactics. Enemy Behavior Is Some Of The Most Realistic And Immersive I\'Ve Seen In A Stealth Game. Sure, You Can Cheese The Ai, But You Really Have To Work For It, Instead Of Just Going Round The Corner So The Enemies Forget Your Presence. It Really Does Feel Like Living Through An Awesome Action Movie Rather Than Playing A Video Game.\N                     \N                     I Only Have A Few Complaints. One Is That The Open World Really Is Empty; There\'S Nothing Besides Enemy Bases. I Wouldn\'T So Much Call This An Open World Game As An Open Arena Game Or A Semi-Sandbox Game Or Something Equally Clunky.  The Goal Of The Open World In This Game Is Not So Much To Simulate A Living, Breathing World (Like Skyrim Or Far Cry 4), But To Give You A Large Area Of Operations For Your Missions. It Succeeds In That Regard, But I Do Wish There Had Been Some More Dynamic Events Happening. My Other Complaint Is With The Base Management Portion Of The Game--It Feels Like A Mobile Game, And Takes Away From The Action. I Want To Be Sneaking Around And Shooting Stuff, Not Clicking Through A Menu.\N                     \N                     These Are Small Complaints, However, And I Can Safely Say That This Game Is One Of The Best Games I Have Ever Played. Since The Game Regularly Goes On Sale For A Steep Discount, I Heartily Recommend Buying It.\N                     \N                     One More Thing: You Can Put Your Own Music Into The Game To Play Through Your Pokedex Or On The Helicopter. There\'S Nothing Quite As Iconic As Blasting Through A Base While ""Back In Black"" Blares Through The Stereo, Or Having Your Chopper Play ""Born In The Usa"" Every Time It Picks You Up.', ""Release The Kojima'S Cut""]",14000,503,4500,1200,2015,2935,Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,Konami Digital Entertainment,0.21,0.18,0.22,0.08,0.7
81,Metal Gear Solid V: The Phantom Pain,2015-09-01,"['Konami', 'Kojima Productions']",3.8,1.5K,1.5K,"['Adventure', 'Shooter', 'Tactical']","Metal Gear Solid V: The Phantom Pain Is The Final Game In The Metal Gear Series. It Is The Sequel To Metal Gear Solid V: Ground Zeroes Released The Year Before And A Prequel To The Original Metal Gear. The Game Has A Complex Story With Long Cut-Scene Sequences, But There Are Fewer And They Are Shorter Compared To Earlier Metal Gear Solid Titles. Most Of The Gameplay Mechanics Introduced In Ground Zeroes Are Carried Over: It Is Still An Action Game And Stealth Oriented But Replaces The Linear Corridor Design From Most Earlier Titles With Large Open World Environments That Offer The Player Unrestricted Freedom For The Approach. The World Has Now A Real-Time Day And Night Cycle And Various Weather Effects That Influence Enemy Behaviour, Visibility And Sound. Sabotaging Or Destroying Certain Structures Can Also Influence Other Parts Of The Map.","['Kojima I Love You Please Have My Children', 'Story Will Leave You With Actual Phantom Pain But The Gameplay Is Unmatched In The Action Stealth Genre.', 'Preparing For Missions And Utilizing All The Unique Gear Are The Best Parts Of Mgsv. The Game Does Nothing To Justify Its Open World Structure Though And Adds Unnecessary Grinding For Materials To Upgrade Your Base Which Bogs Down The Gameplay.', ""It'S Hard To Review This Game. It Has The Best Gameplay In The Series, Easily, But That'S Constantly Interrupted By Helicopter Rides, Visits To Mother Base, Selecting Your Loadouts (Even Though, For Me, It Was The Same Loadout For Almost Every Mission) And Micromanaging Your Many Recruits. Still, While You'Re Actually In The Field, The Stealth Gameplay Feels Excellent. But Then It Has The Absolute Worst Story In The Series. On The Plus Side... Kinda... The Vast Majority Of The Story Is On Cassette Tapes That Are Completely Optional."", 'Only 10-15 Hours Into This Game And Already It\'S One Of My Favorites Of All Time. Let Me Illustrate Why Via Some Comparisons.\N                     \N                     Average Call Of Duty Mission: Walk In A Straight Line. Kill Some People.\N                     \N                     Average F.E.A.R. Mission: Walk In A Straight Line Until You Reach An Arena Where You Will Move Around Strategically And Kill Some People.\N                     \N                     Average Far Cry 3/4 Mission: Drive Across The World Until You Reach The Location. Hide On A Hill And Snipe Every Bad Guy At The Base, Then Walk Inside. Or Sneak Inside, I Don\'T Care. This Funnels You Into A Segment Where You Walk Forward And Kill People.\N                     \N                     Average Msgv Mission: You Have 15 Minutes To Destroy Enemy Vehicles. Their Path Is Marked On Your Pip Boy. Call In A Supply Drop For A Grenade Launcher Up Ahead, Then Ride On Your Horse To Get Ahead Of A Tank, Pick Up The Grenade Launcher, And Ambush The Tank. Next, Ride Across A Bridge To The Other Side Of A River, Plant Some C4, Set Up An Ammo Drop, Go Prone, And Wait For Another Vehicle To Pass By So You Can Blow It Up. Next, You Get A Message That A Jeep Is Transporting A Prisoner You Need To Extract. It\'S Across The River. User Your Sniper Rifle To Kill The Driver And Guard, Run Across The River, Extract The Prisoner, Park The Jeep In The Middle Of The Road So That It Stops The Next Vehicle That Is Coming Your Way. Find A Place To Hide So You Can Ambush The Vehicle. This Is Just The First Half Of The Mission. And If You Die, You Can Approach It A Completely Different Way.\N                     \N                     This Game Feels Like It Takes Far Cry 4 And Turns Every Gameplay Element Except For The Open World Up To 11. Instead Of Just Shutting Down The Radios At A Base, You Can Destroy Their Comms Equipment, Their Anti-Air Radar, And Their Electrical Power. Don\'T Just Shut Off The Lights--Shut Off The Lights, Plant C4 On The Power Source, And Then Blow Up The Guy Who Comes By To Turn The Lights On.  But Be Careful, Because The Enemies Will React To Anything You Do. Keep Turning The Lights Off And They Will Start Wearing Night-Vision Goggles.\N                     \N                     The Amount Of Things You Can Do In This Game Is Amazing. Even Though The Game Is Relatively Difficult (For Me, Anyway), It Always Feels Fair. It\'S Always Clear What Killed Me, And Successfully Completing A Mission Is Less A Matter Of Just Getting Better At Doing A Specific Thing And More A Matter Of Changing Tactics. Enemy Behavior Is Some Of The Most Realistic And Immersive I\'Ve Seen In A Stealth Game. Sure, You Can Cheese The Ai, But You Really Have To Work For It, Instead Of Just Going Round The Corner So The Enemies Forget Your Presence. It Really Does Feel Like Living Through An Awesome Action Movie Rather Than Playing A Video Game.\N                     \N                     I Only Have A Few Complaints. One Is That The Open World Really Is Empty; There\'S Nothing Besides Enemy Bases. I Wouldn\'T So Much Call This An Open World Game As An Open Arena Game Or A Semi-Sandbox Game Or Something Equally Clunky.  The Goal Of The Open World In This Game Is Not So Much To Simulate A Living, Breathing World (Like Skyrim Or Far Cry 4), But To Give You A Large Area Of Operations For Your Missions. It Succeeds In That Regard, But I Do Wish There Had Been Some More Dynamic Events Happening. My Other Complaint Is With The Base Management Portion Of The Game--It Feels Like A Mobile Game, And Takes Away From The Action. I Want To Be Sneaking Around And Shooting Stuff, Not Clicking Through A Menu.\N                     \N                     These Are Small Complaints, However, And I Can Safely Say That This Game Is One Of The Best Games I Have Ever Played. Since The Game Regularly Goes On Sale For A Steep Discount, I Heartily Recommend Buying It.\N                     \N                     One More Thing: You Can Put Your Own Music Into The Game To Play Through Your Pokedex Or On The Helicopter. There\'S Nothing Quite As Iconic As Blasting Through A Base While ""Back In Black"" Blares Through The Stereo, Or Having Your Chopper Play ""Born In The Usa"" Every Time It Picks You Up.', ""Release The Kojima'S Cut""]",14000,503,4500,1200,2015,7376,Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.12,0.08,0.0,0.02,0.21
81,Metal Gear Solid V: The Phantom Pain,2015-09-01,"['Konami', 'Kojima Productions']",3.8,1.5K,1.5K,"['Adventure', 'Shooter', 'Tactical']","Metal Gear Solid V: The Phantom Pain Is The Final Game In The Metal Gear Series. It Is The Sequel To Metal Gear Solid V: Ground Zeroes Released The Year Before And A Prequel To The Original Metal Gear. The Game Has A Complex Story With Long Cut-Scene Sequences, But There Are Fewer And They Are Shorter Compared To Earlier Metal Gear Solid Titles. Most Of The Gameplay Mechanics Introduced In Ground Zeroes Are Carried Over: It Is Still An Action Game And Stealth Oriented But Replaces The Linear Corridor Design From Most Earlier Titles With Large Open World Environments That Offer The Player Unrestricted Freedom For The Approach. The World Has Now A Real-Time Day And Night Cycle And Various Weather Effects That Influence Enemy Behaviour, Visibility And Sound. Sabotaging Or Destroying Certain Structures Can Also Influence Other Parts Of The Map.","['Kojima I Love You Please Have My Children', 'Story Will Leave You With Actual Phantom Pain But The Gameplay Is Unmatched In The Action Stealth Genre.', 'Preparing For Missions And Utilizing All The Unique Gear Are The Best Parts Of Mgsv. The Game Does Nothing To Justify Its Open World Structure Though And Adds Unnecessary Grinding For Materials To Upgrade Your Base Which Bogs Down The Gameplay.', ""It'S Hard To Review This Game. It Has The Best Gameplay In The Series, Easily, But That'S Constantly Interrupted By Helicopter Rides, Visits To Mother Base, Selecting Your Loadouts (Even Though, For Me, It Was The Same Loadout For Almost Every Mission) And Micromanaging Your Many Recruits. Still, While You'Re Actually In The Field, The Stealth Gameplay Feels Excellent. But Then It Has The Absolute Worst Story In The Series. On The Plus Side... Kinda... The Vast Majority Of The Story Is On Cassette Tapes That Are Completely Optional."", 'Only 10-15 Hours Into This Game And Already It\'S One Of My Favorites Of All Time. Let Me Illustrate Why Via Some Comparisons.\N                     \N                     Average Call Of Duty Mission: Walk In A Straight Line. Kill Some People.\N                     \N                     Average F.E.A.R. Mission: Walk In A Straight Line Until You Reach An Arena Where You Will Move Around Strategically And Kill Some People.\N                     \N                     Average Far Cry 3/4 Mission: Drive Across The World Until You Reach The Location. Hide On A Hill And Snipe Every Bad Guy At The Base, Then Walk Inside. Or Sneak Inside, I Don\'T Care. This Funnels You Into A Segment Where You Walk Forward And Kill People.\N                     \N                     Average Msgv Mission: You Have 15 Minutes To Destroy Enemy Vehicles. Their Path Is Marked On Your Pip Boy. Call In A Supply Drop For A Grenade Launcher Up Ahead, Then Ride On Your Horse To Get Ahead Of A Tank, Pick Up The Grenade Launcher, And Ambush The Tank. Next, Ride Across A Bridge To The Other Side Of A River, Plant Some C4, Set Up An Ammo Drop, Go Prone, And Wait For Another Vehicle To Pass By So You Can Blow It Up. Next, You Get A Message That A Jeep Is Transporting A Prisoner You Need To Extract. It\'S Across The River. User Your Sniper Rifle To Kill The Driver And Guard, Run Across The River, Extract The Prisoner, Park The Jeep In The Middle Of The Road So That It Stops The Next Vehicle That Is Coming Your Way. Find A Place To Hide So You Can Ambush The Vehicle. This Is Just The First Half Of The Mission. And If You Die, You Can Approach It A Completely Different Way.\N                     \N                     This Game Feels Like It Takes Far Cry 4 And Turns Every Gameplay Element Except For The Open World Up To 11. Instead Of Just Shutting Down The Radios At A Base, You Can Destroy Their Comms Equipment, Their Anti-Air Radar, And Their Electrical Power. Don\'T Just Shut Off The Lights--Shut Off The Lights, Plant C4 On The Power Source, And Then Blow Up The Guy Who Comes By To Turn The Lights On.  But Be Careful, Because The Enemies Will React To Anything You Do. Keep Turning The Lights Off And They Will Start Wearing Night-Vision Goggles.\N                     \N                     The Amount Of Things You Can Do In This Game Is Amazing. Even Though The Game Is Relatively Difficult (For Me, Anyway), It Always Feels Fair. It\'S Always Clear What Killed Me, And Successfully Completing A Mission Is Less A Matter Of Just Getting Better At Doing A Specific Thing And More A Matter Of Changing Tactics. Enemy Behavior Is Some Of The Most Realistic And Immersive I\'Ve Seen In A Stealth Game. Sure, You Can Cheese The Ai, But You Really Have To Work For It, Instead Of Just Going Round The Corner So The Enemies Forget Your Presence. It Really Does Feel Like Living Through An Awesome Action Movie Rather Than Playing A Video Game.\N                     \N                     I Only Have A Few Complaints. One Is That The Open World Really Is Empty; There\'S Nothing Besides Enemy Bases. I Wouldn\'T So Much Call This An Open World Game As An Open Arena Game Or A Semi-Sandbox Game Or Something Equally Clunky.  The Goal Of The Open World In This Game Is Not So Much To Simulate A Living, Breathing World (Like Skyrim Or Far Cry 4), But To Give You A Large Area Of Operations For Your Missions. It Succeeds In That Regard, But I Do Wish There Had Been Some More Dynamic Events Happening. My Other Complaint Is With The Base Management Portion Of The Game--It Feels Like A Mobile Game, And Takes Away From The Action. I Want To Be Sneaking Around And Shooting Stuff, Not Clicking Through A Menu.\N                     \N                     These Are Small Complaints, However, And I Can Safely Say That This Game Is One Of The Best Games I Have Ever Played. Since The Game Regularly Goes On Sale For A Steep Discount, I Heartily Recommend Buying It.\N                     \N                     One More Thing: You Can Put Your Own Music Into The Game To Play Through Your Pokedex Or On The Helicopter. There\'S Nothing Quite As Iconic As Blasting Through A Base While ""Back In Black"" Blares Through The Stereo, Or Having Your Chopper Play ""Born In The Usa"" Every Time It Picks You Up.', ""Release The Kojima'S Cut""]",14000,503,4500,1200,2015,11704,Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08
82,Overwatch,2016-05-24,"['Blizzard Entertainment', 'Square Enix']",3.2,957,957,"['Shooter', 'Strategy']","Join The Fight For The Future In The World Of Overwatch And Choose Your Hero From A Diverse Cast Of Soldiers, Scientists, Adventurers, And Oddities. Bend Time, Defy Physics, And Unleash A Dizzying Array Of Extraordinary Powers And Weapons. Engage Your Enemies In Iconic Locations From Around The Globe In The Ultimate Team-Based Shooter.","['Some Of My Worst Memories In Playing Videos Games From This', 'Nothing Will Ever Beat 2016-17 Overwatch', ""Sucks That This Game Didnt Really Get The Support/Updates It Needed To Stay Alive For As Long As Like League Or Something Cause This Was Genuinely Unironically The Best Multiplayer Fps Game Ever During It'S Peak"", 'When I Played This Game, Was When It Where In The Most Boring Meta Ever Existed: Barriers Go Pam!', 'For The Sake Of My Sanity We Will Not Be Discussing All That This Game Did To And For Me.', 'Has Winton 5/5']",19000,436,411,214,2016,1028,Overwatch,PS4,2016,Shooter,Activision,0.64,0.68,0.14,0.26,1.73
82,Overwatch,2016-05-24,"['Blizzard Entertainment', 'Square Enix']",3.2,957,957,"['Shooter', 'Strategy']","Join The Fight For The Future In The World Of Overwatch And Choose Your Hero From A Diverse Cast Of Soldiers, Scientists, Adventurers, And Oddities. Bend Time, Defy Physics, And Unleash A Dizzying Array Of Extraordinary Powers And Weapons. Engage Your Enemies In Iconic Locations From Around The Globe In The Ultimate Team-Based Shooter.","['Some Of My Worst Memories In Playing Videos Games From This', 'Nothing Will Ever Beat 2016-17 Overwatch', ""Sucks That This Game Didnt Really Get The Support/Updates It Needed To Stay Alive For As Long As Like League Or Something Cause This Was Genuinely Unironically The Best Multiplayer Fps Game Ever During It'S Peak"", 'When I Played This Game, Was When It Where In The Most Boring Meta Ever Existed: Barriers Go Pam!', 'For The Sake Of My Sanity We Will Not Be Discussing All That This Game Did To And For Me.', 'Has Winton 5/5']",19000,436,411,214,2016,2446,Overwatch,XONE,2016,Shooter,Activision,0.52,0.25,0.0,0.08,0.85
82,Overwatch,2016-05-24,"['Blizzard Entertainment', 'Square Enix']",3.2,957,957,"['Shooter', 'Strategy']","Join The Fight For The Future In The World Of Overwatch And Choose Your Hero From A Diverse Cast Of Soldiers, Scientists, Adventurers, And Oddities. Bend Time, Defy Physics, And Unleash A Dizzying Array Of Extraordinary Powers And Weapons. Engage Your Enemies In Iconic Locations From Around The Globe In The Ultimate Team-Based Shooter.","['Some Of My Worst Memories In Playing Videos Games From This', 'Nothing Will Ever Beat 2016-17 Overwatch', ""Sucks That This Game Didnt Really Get The Support/Updates It Needed To Stay Alive For As Long As Like League Or Something Cause This Was Genuinely Unironically The Best Multiplayer Fps Game Ever During It'S Peak"", 'When I Played This Game, Was When It Where In The Most Boring Meta Ever Existed: Barriers Go Pam!', 'For The Sake Of My Sanity We Will Not Be Discussing All That This Game Did To And For Me.', 'Has Winton 5/5']",19000,436,411,214,2016,4511,Overwatch,PC,2016,Shooter,Activision,0.22,0.18,0.0,0.04,0.43
83,Half-Life 2,2004-11-16,"['Sierra Entertainment', 'Valve']",4.2,1.7K,1.7K,['Shooter'],"1998. Half-Life Sends A Shock Through The Game Industry With Its Combination Of Pounding Action And Continuous, Immersive Storytelling.
             

              Now. By Taking The Suspense, Challenge And Visceral Charge Of The Original, And Adding Startling New Realism And Responsiveness, Half-Life 2 Opens The Door To A World Where The Player'S Presence Affects Everything Around Them, From The Physical Environment To The Behaviors Even The Emotions Of Both Friends And Enemies.","['Video Game', 'Başyapıt.', 'When I Was Younger And Heard People Talk About It, I Always Scuffed It And Thought It Was Some Lame Ass Shit, But I Was Fucking Wrong.', 'I Mean....Its Half-Life 2.', ""Half Life 2 Hasn'T Aged A Day. I Was Surprised At How Well It Held Up Almost 20 Years After Its Original Release. Nostalgia Has Nothing To Do With It - It'S Just That Good."", 'When I Played This I Remember Being Like ""Aaaah I Get It Now"" But Now I Remember Nothing About It.']",15000,257,3500,1000,2004,667,Half-Life 2,PC,2004,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37
83,Half-Life 2,2004-11-16,"['Sierra Entertainment', 'Valve']",4.2,1.7K,1.7K,['Shooter'],"1998. Half-Life Sends A Shock Through The Game Industry With Its Combination Of Pounding Action And Continuous, Immersive Storytelling.
             

              Now. By Taking The Suspense, Challenge And Visceral Charge Of The Original, And Adding Startling New Realism And Responsiveness, Half-Life 2 Opens The Door To A World Where The Player'S Presence Affects Everything Around Them, From The Physical Environment To The Behaviors Even The Emotions Of Both Friends And Enemies.","['Video Game', 'Başyapıt.', 'When I Was Younger And Heard People Talk About It, I Always Scuffed It And Thought It Was Some Lame Ass Shit, But I Was Fucking Wrong.', 'I Mean....Its Half-Life 2.', ""Half Life 2 Hasn'T Aged A Day. I Was Surprised At How Well It Held Up Almost 20 Years After Its Original Release. Nostalgia Has Nothing To Do With It - It'S Just That Good."", 'When I Played This I Remember Being Like ""Aaaah I Get It Now"" But Now I Remember Nothing About It.']",15000,257,3500,1000,2004,3310,Half-Life 2,XB,2005,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61
85,Grand Theft Auto: San Andreas,2004-10-26,"['Rockstar Games', 'Rockstar North']",4.1,1.5K,1.5K,"['Adventure', 'Racing', 'Shooter']","Returning After His Mother'S Murder To The Semi-Fictional City Of Los Santos (Based On Los Angeles), Carl Johnson, A Former Gang Banger, Must Take Back The Streets For His Family And Friends By Gaining Respect And Once Again Gaining Control Over The Streets. However, A Story Filled With Crime, Lies And Corruption Will Lead Him To Trudge The Entire State Of San Andreas (Based On California And Nevada) To Rebuild His Life.","['I Thank This Game For My Childhood Introduction To Classic Rock.', 'Top 5 Games Of All Time', '3 Stars Just For Samp Mod.', 'Jogava Mais Pra Ficar Explodindo Os Outro O Modo Historia Nunca Me Chamou A Atenção', '""I\'Ll Have Two Number 9S, A Number 9 Large, A Number 6 With Extra Dip, A Number 7, Two Number 45S, One With Cheese, And A Large Soda.""', 'I Could Happily Spend The Entire Game Just Shopping In Binco And Suburban.']",19000,270,2400,742,2004,18,Grand Theft Auto: San Andreas,PS2,2004,Action,Take-Two Interactive,9.43,0.4,0.41,10.57,20.81
